Full Name,First Name,Last Name,First Last,List of Congresses,Chamber,State,Gender,Party,Ethnicity,BirthYear,Congress Name,Alternative name (Wikipedia),Congress ID
"SENSENBRENNER, F.",SENSENBRENNER,F.,F. SENSENBRENNER,97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114,H,WI,M,R,W,1943,"SENSENBRENNER, F. JAMES, JR.",F. SENSENBRENNER,S000244
"SERRANO, JOSE",SERRANO,JOSE,JOSE SERRANO,101 102 103 104 105 106 107 108 109 110 111 112 113 114,H,NY,M,D,H,1943,"SERRANO, JOSE E.",JOSÉ SERRANO,S000248
"SESSIONS, JEFFERSON",SESSIONS,JEFFERSON,JEFFERSON SESSIONS,105 106 107 108 109 110 111 112 113 114,S,AL,M,R,W,1946,"SESSIONS, JEFF",JEFF SESSIONS,S001141
"SESSIONS, PETE",SESSIONS,PETE,PETE SESSIONS,105 106 107 108 109 110 111 112 113 114,H,TX,M,R,W,1955,"SESSIONS, PETE",PETE SESSIONS,S000250
"SESTAK, JOE",SESTAK,JOE,JOE SESTAK,110 111,H,PA,M,D,W,1951,"SESTAK, JOE",JOE SESTAK,S001169
"SEWELL, TERRI",SEWELL,TERRI,TERRI SEWELL,112 113 114,H,AL,F,D,B,1965,"SEWELL, TERRI A.",TERRI SEWELL,S001185
"SEYMOUR, JOHN",SEYMOUR,JOHN,JOHN SEYMOUR,102,S,CA,M,R,W,1937,"SEYMOUR, JOHN",JOHN SEYMOUR,S000269
"SHADEGG, JOHN",SHADEGG,JOHN,JOHN SHADEGG,104 105 106 107 108 109 110 111,H,AZ,M,R,W,1949,"SHADEGG, JOHN B.",JOHN SHADEGG,S000275
"SHAHEEN, JEANNE",SHAHEEN,JEANNE,JEANNE SHAHEEN,111 112 113 114,S,NH,F,D,W,1947,"SHAHEEN, JEANNE",JEANNE SHAHEEN,S001181
"SHAMANSKY, ROBERT",SHAMANSKY,ROBERT,ROBERT SHAMANSKY,97,H,OH,M,D,W,1927,"SHAMANSKY, BOB",BOB SHAMANSKY,S000282
"SHANNON, JAMES",SHANNON,JAMES,JAMES SHANNON,97 98,H,MA,M,D,W,1952,"SHANNON, JAMES M.",JAMES SHANNON,S000286
"SHARP, PHILIP",SHARP,PHILIP,PHILIP SHARP,97 98 99 100 101 102 103,H,IN,M,D,W,1942,"SHARP, PHILIP R.",PHILIP SHARP,S000294
"SHAW, E.",SHAW,E.,E. SHAW,97 98 99 100 101 102 103 104 105 106 107 108 109,H,FL,M,R,W,1939,"SHAW, E. CLAY, JR.",E. SHAW,S000303
"SHAYS, CHRISTOPHER",SHAYS,CHRISTOPHER,CHRISTOPHER SHAYS,100 101 102 103 104 105 106 107 108 109 110,H,CT,M,R,W,1945,"SHAYS, CHRISTOPHER",CHRISTOPHER SHAYS,S001144
"SHEA-PORTER, CAROL",SHEA-PORTER,CAROL,CAROL SHEA-PORTER,110 111 113,H,NH,F,D,W,1952,"SHEA-PORTER, CAROL",CAROL SHEA-PORTER,S001170
"SHELBY, RICHARD",SHELBY,RICHARD,RICHARD SHELBY,97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114,H,AL,M,D,W,1934,"SHELBY, RICHARD C.",RICHARD SHELBY,S000320
"SHEPHERD, KAREN",SHEPHERD,KAREN,KAREN SHEPHERD,103,H,UT,F,D,W,1940,"SHEPHERD, KAREN",KAREN SHEPHERD,S000332
"SHERMAN, BRAD",SHERMAN,BRAD,BRAD SHERMAN,105 106 107 108 109 110 111 112 113 114,H,CA,M,D,W,1954,"SHERMAN, BRAD",BRAD SHERMAN,S000344
"SHERWOOD, DONALD",SHERWOOD,DONALD,DONALD SHERWOOD,106 107 108 109,H,PA,M,R,W,1941,"SHERWOOD, DON",DON SHERWOOD,S001146
"SHIMKUS, JOHN",SHIMKUS,JOHN,JOHN SHIMKUS,105 106 107 108 109 110 111 112 113 114,H,IL,M,R,W,1958,"SHIMKUS, JOHN",JOHN SHIMKUS,S000364
"SHOWS, RONNIE",SHOWS,RONNIE,RONNIE SHOWS,106 107,H,MS,M,D,W,1947,"SHOWS, RONNIE",RONNIE SHOWS,S001147
"SHULER, HEATH",SHULER,HEATH,HEATH SHULER,110 111 112,H,NC,M,D,W,1971,"SHULER, HEATH",HEATH SHULER,S001171
"SHUMWAY, NORMAN",SHUMWAY,NORMAN,NORMAN SHUMWAY,97 98 99 100 101,H,CA,M,R,W,1934,"SHUMWAY, NORMAN D.",NORMAN SHUMWAY,S000393
"SHUSTER, BILL",SHUSTER,BILL,BILL SHUSTER,108 109 110 111 112 113 114,H,PA,M,R,W,1961,"SHUSTER, BILL",BILL SHUSTER,S001154
"SHUSTER, ELMER",SHUSTER,ELMER,ELMER SHUSTER,97 98 99 100 101 102 103 104 105 106,H,PA,M,R,W,1932,"SHUSTER, BUD",BUD SHUSTER,S000394
"SIKORSKI, GERALD",SIKORSKI,GERALD,GERALD SIKORSKI,98 99 100 101 102,H,MN,M,D,W,1948,"SIKORSKI, GERRY E.",GERRY SIKORSKI,S000407
"SILJANDER, MARK",SILJANDER,MARK,MARK SILJANDER,97 98 99,H,MI,M,R,W,1951,"SILJANDER, MARK D.",MARK SILJANDER,S000409
"SIMMONS, ROBERT",SIMMONS,ROBERT,ROBERT SIMMONS,107 108 109,H,CT,M,R,W,1943,"SIMMONS, ROB",ROB SIMMONS,S001152
"SIMON, PAUL",SIMON,PAUL,PAUL SIMON,97 98 99 100 101 102 103 104,H,IL,M,D,W,1928,"SIMON, PAUL",PAUL SIMON,S000423
"SIMPSON, ALAN",SIMPSON,ALAN,ALAN SIMPSON,97 98 99 100 101 102 103 104,S,WY,M,R,W,1931,"SIMPSON, ALAN K.",ALAN SIMPSON,S000429
"SIMPSON, MICHAEL",SIMPSON,MICHAEL,MICHAEL SIMPSON,106 107 108 109 110 111 112 113 114,H,ID,M,R,W,1950,"SIMPSON, MICHAEL K.",MICHAEL SIMPSON,S001148
"SINEMA, KYRSTEN",SINEMA,KYRSTEN,KYRSTEN SINEMA,113 114,H,AZ,F,D,W,1976,"SINEMA, KYRSTEN",KYRSTEN SINEMA,S001191
"SIRES, ALBIO",SIRES,ALBIO,ALBIO SIRES,109 110 111 112 113 114,H,NJ,M,D,H,1951,"SIRES, ALBIO",ALBIO SIRES,S001165
"SISISKY, NORMAN",SISISKY,NORMAN,NORMAN SISISKY,98 99 100 101 102 103 104 105 106 107,H,VA,M,D,W,1927,"SISISKY, NORMAN",NORMAN SISISKY,S000453
"SKAGGS, DAVID",SKAGGS,DAVID,DAVID SKAGGS,100 101 102 103 104 105,H,CO,M,D,W,1943,"SKAGGS, DAVID E.",DAVID SKAGGS,S000462
"SKEEN, JOSEPH",SKEEN,JOSEPH,JOSEPH SKEEN,97 98 99 100 101 102 103 104 105 106 107,H,NM,M,R,W,1927,"SKEEN, JOE",JOE SKEEN,S000463
"SKELTON, IKE",SKELTON,IKE,IKE SKELTON,97 98 99 100 101 102 103 104 105 106 107 108 109 110 111,H,MO,M,D,W,1931,"SKELTON, IKE",IKE SKELTON,S000465
"SLATTERY, JAMES",SLATTERY,JAMES,JAMES SLATTERY,98 99 100 101 102 103,H,KS,M,D,W,1948,"SLATTERY, JIM",JIM SLATTERY,S000477
"SLAUGHTER, DANIEL",SLAUGHTER,DANIEL,DANIEL SLAUGHTER,99 100 101 102,H,VA,M,R,W,1925,"SLAUGHTER, D. FRENCH, JR.",D. SLAUGHTER,S000479
"SLAUGHTER, LOUISE",SLAUGHTER,LOUISE,LOUISE SLAUGHTER,100 101 102 103 104 105 106 107 108 109 110 111 112 113 114,H,NY,F,D,W,1929,"SLAUGHTER, LOUISE MCINTOSH",LOUISE SLAUGHTER,S000480
"SMITH, ADAM",SMITH,ADAM,ADAM SMITH,105 106 107 108 109 110 111 112 113 114,H,WA,M,D,W,1965,"SMITH, ADAM",ADAM SMITH,S000510
"SMITH, ADRIAN",SMITH,ADRIAN,ADRIAN SMITH,110 111 112 113 114,H,NE,M,R,W,1970,"SMITH, ADRIAN",ADRIAN SMITH,S001172
"SMITH, ALBERT",SMITH,ALBERT,ALBERT SMITH,97,H,AL,M,R,W,1931,"SMITH, ALBERT L., JR.",ALBERT SMITH,S000514
"SMITH, CHRISTOPHER",SMITH,CHRISTOPHER,CHRISTOPHER SMITH,97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114,H,NJ,M,R,W,1953,"SMITH, CHRISTOPHER H.",CHRISTOPHER SMITH,S000522
"SMITH, DENNIS",SMITH,DENNIS,DENNIS SMITH,97,H,OR,M,R,W,1938,"SMITH, DENNY",DENNY SMITH,S000527
"SMITH, GORDON",SMITH,GORDON,GORDON SMITH,105 106 107 108 109 110,S,OR,M,R,W,1952,"SMITH, GORDON H.",GORDON SMITH,S001142
"SMITH, JASON",SMITH,JASON,JASON SMITH,113 114,H,MO,M,R,W,1980,"SMITH, JASON",JASON SMITH,S001195
"SMITH, JOSEPH",SMITH,JOSEPH,JOSEPH SMITH,97,H,PA,M,D,W,1920,"SMITH, JOSEPH F.",JOSEPH SMITH,S000579
"SMITH, LAMAR",SMITH,LAMAR,LAMAR SMITH,100 101 102 103 104 105 106 107 108 109 110 111 112 113 114,H,TX,M,R,W,1947,"SMITH, LAMAR",LAMAR SMITH,S000583
"SMITH, LARKIN",SMITH,LARKIN,LARKIN SMITH,101,H,MS,M,R,W,1944,"SMITH, LARKIN",LARKIN SMITH,S000584
"SMITH, LAWRENCE",SMITH,LAWRENCE,LAWRENCE SMITH,98 99 100 101 102,H,FL,M,D,W,1941,"SMITH, LAWRENCE",LAWRENCE SMITH,S000586
"SMITH, LINDA",SMITH,LINDA,LINDA SMITH,104 105,H,WA,F,R,W,1950,"SMITH, LINDA",LINDA SMITH,S000587
"SMITH, NEAL",SMITH,NEAL,NEAL SMITH,97 98 99 100 101 102 103,H,IA,M,D,W,1920,"SMITH, NEAL EDWARD",NEAL SMITH,S000596
"SMITH, NICK",SMITH,NICK,NICK SMITH,103 104 105 106 107 108,H,MI,M,R,W,1934,"SMITH, NICK",NICK SMITH,S000597
"SMITH, PETER",SMITH,PETER,PETER SMITH,101,H,VT,M,R,W,1945,"SMITH, PETER",PETER SMITH,S000601
"SMITH, ROBERT",SMITH,ROBERT,ROBERT SMITH,98 102 103 105,H,OR,M,R,W,1931,"SMITH, ROBERT",ROBERT SMITH,S000607
"SMITH, ROBERT",SMITH,ROBERT,ROBERT SMITH,99 100 101 102 103 104 105 106 107,H,NH,M,R,W,1941,"SMITH, BOB",ROBERT SMITH,S000606
"SMITH, VIRGINIA",SMITH,VIRGINIA,VIRGINIA SMITH,97 98 99 100 101,H,NE,F,R,W,1911,"SMITH, VIRGINIA",VIRGINIA SMITH,S000622
"SNOWBARGER, VINCENT",SNOWBARGER,VINCENT,VINCENT SNOWBARGER,105,H,KS,M,R,W,1949,"SNOWBARGER, VINCE",VINCE SNOWBARGER,S000662
"SNOWE, OLYMPIA",SNOWE,OLYMPIA,OLYMPIA SNOWE,97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112,H,ME,F,R,W,1947,"SNOWE, OLYMPIA J.",OLYMPIA SNOWE,S000663
"SNYDER, MARION",SNYDER,MARION,MARION SNYDER,97 98 99,H,KY,M,R,W,1928,"SNYDER, M. G. (GENE)",M. SNYDER,S000669
"SNYDER, VICTOR",SNYDER,VICTOR,VICTOR SNYDER,105 106 107 108 109 110 111,H,AR,M,D,W,1947,"SNYDER, VIC",VIC SNYDER,S000672
"SODREL, MICHAEL",SODREL,MICHAEL,MICHAEL SODREL,109,H,IN,M,R,W,1945,"SODREL, MICHAEL E.",MICHAEL SODREL,S001160
"SOLARZ, STEPHEN",SOLARZ,STEPHEN,STEPHEN SOLARZ,97 98 99 100 101 102,H,NY,M,D,W,1940,"SOLARZ, STEPHEN J.",STEPHEN SOLARZ,S000673
"SOLIS, HILDA",SOLIS,HILDA,HILDA SOLIS,107 108 109 110,H,CA,F,D,H,1957,"SOLIS, HILDA L.",HILDA SOLIS,S001153
"SOLOMON, GERALD",SOLOMON,GERALD,GERALD SOLOMON,97 98 99 100 101 102 103 104 105,H,NY,M,R,W,1930,"SOLOMON, GERALD B. H.",GERALD SOLOMON,S000675
"SOUDER, MARK",SOUDER,MARK,MARK SOUDER,104 105 106 107 108 109 110 111,H,IN,M,R,W,1950,"SOUDER, MARK E.",MARK SOUDER,S001143
"SOUTHERLAND, STEVE",SOUTHERLAND,STEVE,STEVE SOUTHERLAND,112 113,H,FL,M,R,W,1965,"SOUTHERLAND, STEVE II",STEVE SOUTHERLAND,S001186
"SPACE, ZACHARY",SPACE,ZACHARY,ZACHARY SPACE,110 111,H,OH,M,D,W,1961,"SPACE, ZACHARY T.",ZACHARY SPACE,S001173
"SPECTER, ARLEN",SPECTER,ARLEN,ARLEN SPECTER,97 98 99 100 101 102 103 104 105 106 107 108 109 110 111,S,PA,M,R,W,1930,"SPECTER, ARLEN",ARLEN SPECTER,S000709
"SPEIER, JACKIE",SPEIER,JACKIE,JACKIE SPEIER,110 111 112 113 114,H,CA,F,D,W,1950,"SPEIER, JACKIE",JACKIE SPEIER,S001175
"SPENCE, FLOYD",SPENCE,FLOYD,FLOYD SPENCE,97 98 99 100 101 102 103 104 105 106 107,H,SC,M,R,W,1928,"SPENCE, FLOYD",FLOYD SPENCE,S000718
"SPRATT, JOHN",SPRATT,JOHN,JOHN SPRATT,98 99 100 101 102 103 104 105 106 107 108 109 110 111,H,SC,M,D,W,1942,"SPRATT, JOHN M., JR.",JOHN SPRATT,S000749
"ST. GERMAIN, FERNAND",ST. GERMAIN,FERNAND,FERNAND ST. GERMAIN,97 98 99 100,H,RI,M,D,W,1928,"ST GERMAIN, FERNAND J.",FERNAND ST GERMAIN,S000762
"STABENOW, DEBBIE",STABENOW,DEBBIE,DEBBIE STABENOW,105 106 107 108 109 110 111 112 113 114,H,MI,F,D,W,1950,"STABENOW, DEBBIE",DEBBIE STABENOW,S000770
"STAFFORD, ROBERT",STAFFORD,ROBERT,ROBERT STAFFORD,97 98 99 100,S,VT,M,R,W,1913,"STAFFORD, ROBERT T.",ROBERT STAFFORD,S000776
"STAGGERS, HARLEY",STAGGERS,HARLEY,HARLEY STAGGERS,98 99 100 101 102,H,WV,M,D,W,1951,"STAGGERS, HARLEY O., JR.",HARLEY STAGGERS,S000779
"STALLINGS, RICHARD",STALLINGS,RICHARD,RICHARD STALLINGS,99 100 101 102,H,ID,M,D,W,1940,"STALLINGS, RICHARD H.",RICHARD STALLINGS,S000785
"STANGELAND, ARLAN",STANGELAND,ARLAN,ARLAN STANGELAND,97 98 99 100 101,H,MN,M,R,W,1930,"STANGELAND, ARLAN",ARLAN STANGELAND,S000795
"STANTON, JOHN",STANTON,JOHN,JOHN STANTON,97,H,OH,M,R,W,1924,"STANTON, J. WILLIAM",J. STANTON,S000804
"STARK, FORTNEY",STARK,FORTNEY,FORTNEY STARK,97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112,H,CA,M,D,W,1931,"STARK, FORTNEY PETE",FORTNEY STARK,S000810
"STATON, DAVID",STATON,DAVID,DAVID STATON,97,H,WV,M,R,W,1940,"STATON, DAVID MICHAEL",DAVID STATON,S000818
"STEARNS, CLIFFORD",STEARNS,CLIFFORD,CLIFFORD STEARNS,101 102 103 104 105 106 107 108 109 110 111 112,H,FL,M,R,W,1941,"STEARNS, CLIFF",CLIFF STEARNS,S000822
"STEFANIK, ELISE",STEFANIK,ELISE,ELISE STEFANIK,114,H,NY,F,R,W,1984,"STEFANIK, ELISE M.",ELISE STEFANIK,S001196
"STENHOLM, CHARLES",STENHOLM,CHARLES,CHARLES STENHOLM,97 98 99 100 101 102 103 104 105 106 107 108,H,TX,M,D,W,1938,"STENHOLM, CHARLES W.",CHARLES STENHOLM,S000851
"STENNIS, JOHN",STENNIS,JOHN,JOHN STENNIS,97 98 99 100,S,MS,M,D,W,1901,"STENNIS, JOHN C.",JOHN STENNIS,S000852
"STEVENS, TED",STEVENS,TED,TED STEVENS,97 98 99 100 101 102 103 104 105 106 107 108 109 110,S,AK,M,R,W,1923,"STEVENS, TED",TED STEVENS,S000888
"STEWART, CHRIS",STEWART,CHRIS,CHRIS STEWART,113 114,H,UT,M,R,W,1960,"STEWART, CHRIS",CHRIS STEWART,S001192
"STIVERS, STEVE",STIVERS,STEVE,STEVE STIVERS,112 113 114,H,OH,M,R,W,1965,"STIVERS, STEVE",STEVE STIVERS,S001187
"STOCKMAN, DAVID",STOCKMAN,DAVID,DAVID STOCKMAN,97,H,MI,M,R,W,1946,"STOCKMAN, DAVID A.",DAVID STOCKMAN,S000935
"STOCKMAN, STEVE",STOCKMAN,STEVE,STEVE STOCKMAN,104 113,H,TX,M,R,W,1956,"STOCKMAN, STEVE",STEVE STOCKMAN,S000937
"STOKES, LOUIS",STOKES,LOUIS,LOUIS STOKES,97 98 99 100 101 102 103 104 105,H,OH,M,D,B,1925,"STOKES, LOUIS",LOUIS STOKES,S000948
"STRANG, MICHAEL",STRANG,MICHAEL,MICHAEL STRANG,99,H,CO,M,R,W,1929,"STRANG, MICHAEL L.",MICHAEL STRANG,S000991
"STRATTON, SAMUEL",STRATTON,SAMUEL,SAMUEL STRATTON,97 98 99 100,H,NY,M,D,W,1916,"STRATTON, SAMUEL S.",SAMUEL STRATTON,S000997
"STRICKLAND, TED",STRICKLAND,TED,TED STRICKLAND,103 105 106 107 108 109,H,OH,M,D,W,1941,"STRICKLAND, TED",TED STRICKLAND,S001004
"STUDDS, GERRY",STUDDS,GERRY,GERRY STUDDS,97 98 99 100 101 102 103 104,H,MA,M,D,W,1937,"STUDDS, GERRY E.",GERRY STUDDS,S001040
"STUMP, ROBERT",STUMP,ROBERT,ROBERT STUMP,97 98 99 100 101 102 103 104 105 106 107,H,AZ,M,D,W,1927,"STUMP, BOB",BOB STUMP,S001044
"STUPAK, BART",STUPAK,BART,BART STUPAK,103 104 105 106 107 108 109 110 111,H,MI,M,D,W,1952,"STUPAK, BART",BART STUPAK,S001045
"STUTZMAN, MARLIN",STUTZMAN,MARLIN,MARLIN STUTZMAN,111 112 113 114,H,IN,M,R,W,1976,"STUTZMAN, MARLIN A.",MARLIN STUTZMAN,S001188
"SULLIVAN, DAN",SULLIVAN,DAN,DAN SULLIVAN,114,S,AK,M,R,W,1964,"SULLIVAN, DAN",DAN SULLIVAN,S001198
"SULLIVAN, JOHN",SULLIVAN,JOHN,JOHN SULLIVAN,107 108 109 110 111 112,H,OK,M,R,W,1965,"SULLIVAN, JOHN",JOHN SULLIVAN,S001155
"SUNDQUIST, DONALD",SUNDQUIST,DONALD,DONALD SUNDQUIST,98 99 100 101 102 103,H,TN,M,R,W,1936,"SUNDQUIST, DON",DON SUNDQUIST,S001075
"SUNIA, FOFO",SUNIA,FOFO,FOFO SUNIA,97 98 99 100,H,AS,M,D,AAPIA,1937,"SUNIA, FOTO I. F.",FOTO SUNIA,S001077
"SUNUNU, JOHN",SUNUNU,JOHN,JOHN SUNUNU,105 106 107 108 109 110,H,NH,M,R,H/ME,1964,"SUNUNU, JOHN E.",JOHN SUNUNU,S001078
"SUTTON, BETTY",SUTTON,BETTY,BETTY SUTTON,110 111 112,H,OH,F,D,W,1963,"SUTTON, BETTY",BETTY SUTTON,S001174
"SWALWELL, ERIC",SWALWELL,ERIC,ERIC SWALWELL,113 114,H,CA,M,D,W,1980,"SWALWELL, ERIC",ERIC SWALWELL,S001193
"SWEENEY, DAVID",SWEENEY,DAVID,DAVID SWEENEY,99 100,H,TX,M,R,W,1955,"SWEENEY, DAVID MCCANN",DAVID SWEENEY,S001101
"SWEENEY, JOHN",SWEENEY,JOHN,JOHN SWEENEY,106 107 108 109,H,NY,M,R,W,1955,"SWEENEY, JOHN E.",JOHN SWEENEY,S001149
"SWETT, RICHARD",SWETT,RICHARD,RICHARD SWETT,102 103,H,NH,M,D,W,1957,"SWETT, DICK",DICK SWETT,S001113
"SWIFT, ALLAN",SWIFT,ALLAN,ALLAN SWIFT,97 98 99 100 101 102 103,H,WA,M,D,W,1935,"SWIFT, AL",AL SWIFT,S001115
"SWINDALL, PATRICK",SWINDALL,PATRICK,PATRICK SWINDALL,99 100,H,GA,M,R,W,1950,"SWINDALL, PATRICK L.",PATRICK SWINDALL,S001122
"SYMMS, STEVEN",SYMMS,STEVEN,STEVEN SYMMS,97 98 99 100 101 102,S,ID,M,R,W,1938,"SYMMS, STEVEN D.",STEVEN SYMMS,S001138
"SYNAR, MICHAEL",SYNAR,MICHAEL,MICHAEL SYNAR,97 98 99 100 101 102 103,H,OK,M,D,W,1950,"SYNAR, MIKE",MIKE SYNAR,S001139
"TAKAI, MARK",TAKAI,MARK,MARK TAKAI,114,H,HI,M,D,AAPIA,1967,"TAKAI, MARK",MARK TAKAI,T000473
"TAKANO, MARK",TAKANO,MARK,MARK TAKANO,113 114,H,CA,M,D,AAPIA,1960,"TAKANO, MARK",MARK TAKANO,T000472
"TALENT, JAMES",TALENT,JAMES,JAMES TALENT,103 104 105 106 108 109,H,MO,M,R,W,1956,"TALENT, JIM",JIM TALENT,T000024
"TALLON, ROBERT",TALLON,ROBERT,ROBERT TALLON,98 99 100 101 102,H,SC,M,D,W,1946,"TALLON, ROBERT M. (ROBIN)",ROBERT TALLON,T000034
"TANCREDO, THOMAS",TANCREDO,THOMAS,THOMAS TANCREDO,106 107 108 109 110,H,CO,M,R,W,1945,"TANCREDO, THOMAS G.",THOMAS TANCREDO,T000458
"TANNER, JOHN",TANNER,JOHN,JOHN TANNER,101 102 103 104 105 106 107 108 109 110 111,H,TN,M,D,W,1944,"TANNER, JOHN S.",JOHN TANNER,T000038
"TATE, RANDY",TATE,RANDY,RANDY TATE,104,H,WA,M,R,W,1965,"TATE, RANDY",RANDY TATE,T000048
"TAUKE, THOMAS",TAUKE,THOMAS,THOMAS TAUKE,97 98 99 100 101,H,IA,M,R,W,1950,"TAUKE, THOMAS JOSEPH",THOMAS TAUKE,T000053
"TAUSCHER, ELLEN",TAUSCHER,ELLEN,ELLEN TAUSCHER,105 106 107 108 109 110 111,H,CA,F,D,W,1951,"TAUSCHER, ELLEN O.",ELLEN TAUSCHER,T000057
"TAUZIN, WILLIAM",TAUZIN,WILLIAM,WILLIAM TAUZIN,97 98 99 100 101 102 103 104 105 106 107 108,H,LA,M,D,W,1943,"TAUZIN, W. J. (BILLY)",W. TAUZIN,T000058
"TAYLOR, CHARLES",TAYLOR,CHARLES,CHARLES TAYLOR,102 103 104 105 106 107 108 109,H,NC,M,R,W,1941,"TAYLOR, CHARLES H.",CHARLES TAYLOR,T000067
"TAYLOR, GENE",TAYLOR,GENE,GENE TAYLOR,97 98 99 100,H,MO,M,R,W,1928,"TAYLOR, G.",GENE TAYLOR,T000075
"TAYLOR, GENE",TAYLOR,GENE,GENE TAYLOR,101 102 103 104 105 106 107 108 109 110 111,H,MS,M,D,W,1953,"TAYLOR, GENE",GENE TAYLOR,T000074
"TEAGUE, HARRY",TEAGUE,HARRY,HARRY TEAGUE,111,H,NM,M,D,W,1949,"TEAGUE, HARRY",HARRY TEAGUE,T000466
"TEJEDA, FRANK",TEJEDA,FRANK,FRANK TEJEDA,103 104 105,H,TX,M,D,H,1945,"TEJEDA, FRANK",FRANK TEJEDA,T000113
"TERRY, LEE",TERRY,LEE,LEE TERRY,106 107 108 109 110 111 112 113,H,NE,M,R,W,1962,"TERRY, LEE",LEE TERRY,T000459
"TESTER, JON",TESTER,JON,JON TESTER,110 111 112 113 114,S,MT,M,D,W,1956,"TESTER, JON",JON TESTER,T000464
"THOMAS, CRAIG",THOMAS,CRAIG,CRAIG THOMAS,101 102 103 104 105 106 107 108 109 110,H,WY,M,R,W,1933,"THOMAS, CRAIG",CRAIG THOMAS,T000162
"THOMAS, ROBERT",THOMAS,ROBERT,ROBERT THOMAS,98 99 100 101 102,H,GA,M,D,W,1943,"THOMAS, LINDSAY",LINDSAY THOMAS,T000184
"THOMAS, WILLIAM",THOMAS,WILLIAM,WILLIAM THOMAS,97 98 99 100 101 102 103 104 105 106 107 108 109,H,CA,M,R,W,1941,"THOMAS, WILLIAM M.",WILLIAM THOMAS,T000188
"THOMPSON, BENNIE",THOMPSON,BENNIE,BENNIE THOMPSON,103 104 105 106 107 108 109 110 111 112 113 114,H,MS,M,D,B,1948,"THOMPSON, BENNIE G.",BENNIE THOMPSON,T000193
"THOMPSON, FRED",THOMPSON,FRED,FRED THOMPSON,103 104 105 106 107,S,TN,M,R,W,1942,"THOMPSON, FRED",FRED THOMPSON,T000457
"THOMPSON, GLENN",THOMPSON,GLENN,GLENN THOMPSON,111 112 113 114,H,PA,M,R,W,1959,"THOMPSON, GLENN",GLENN THOMPSON,T000467
"THOMPSON, MIKE",THOMPSON,MIKE,MIKE THOMPSON,106 107 108 109 110 111 112 113 114,H,CA,M,D,W,1951,"THOMPSON, MIKE",MIKE THOMPSON,T000460
"THORNBERRY, MAC",THORNBERRY,MAC,MAC THORNBERRY,104 105 106 107 108 109 110 111 112 113 114,H,TX,M,R,W,1958,"THORNBERRY, MAC",MAC THORNBERRY,T000238
"THORNTON, RAYMOND",THORNTON,RAYMOND,RAYMOND THORNTON,102 103 104,H,AR,M,D,W,1928,"THORNTON, RAY",RAY THORNTON,T000243
"THUNE, JOHN",THUNE,JOHN,JOHN THUNE,105 106 107 109 110 111 112 113 114,H,SD,M,R,W,1961,"THUNE, JOHN",JOHN THUNE,T000250
"THURMAN, KAREN",THURMAN,KAREN,KAREN THURMAN,103 104 105 106 107,H,FL,F,D,W,1951,"THURMAN, KAREN L.",KAREN THURMAN,T000253
"THURMOND, J.",THURMOND,J.,J. THURMOND,97 98 99 100 101 102 103 104 105 106 107,S,SC,M,R,W,1902,"THURMOND, STROM",STROM THURMOND,T000254
"TIAHRT, TODD",TIAHRT,TODD,TODD TIAHRT,104 105 106 107 108 109 110 111,H,KS,M,R,W,1951,"TIAHRT, TODD",TODD TIAHRT,T000260
"TIBERI, PATRICK",TIBERI,PATRICK,PATRICK TIBERI,107 108 109 110 111 112 113 114,H,OH,M,R,W,1962,"TIBERI, PATRICK J.",PATRICK TIBERI,T000462
"TIERNEY, JOHN",TIERNEY,JOHN,JOHN TIERNEY,105 106 107 108 109 110 111 112 113,H,MA,M,D,W,1951,"TIERNEY, JOHN F.",JOHN TIERNEY,T000266
"TILLIS, THOM",TILLIS,THOM,THOM TILLIS,114,S,NC,M,R,W,1960,"TILLIS, THOM",THOM TILLIS,T000476
"TIPTON, SCOTT",TIPTON,SCOTT,SCOTT TIPTON,112 113 114,H,CO,M,R,W,1956,"TIPTON, SCOTT  R.",SCOTT TIPTON,T000470
"TITUS, DINA",TITUS,DINA,DINA TITUS,111 113 114,H,NV,F,D,W,1950,"TITUS, DINA",DINA TITUS,T000468
"TONKO, PAUL",TONKO,PAUL,PAUL TONKO,111 112 113 114,H,NY,M,D,W,1949,"TONKO, PAUL",PAUL TONKO,T000469
"TOOMEY, PATRICK",TOOMEY,PATRICK,PATRICK TOOMEY,106 107 108 112 113 114,H,PA,M,R,W,1961,"TOOMEY, PAT",PAT TOOMEY,T000461
"TORKILDSEN, PETER",TORKILDSEN,PETER,PETER TORKILDSEN,103 104,H,MA,M,R,W,1958,"TORKILDSEN, PETER G.",PETER TORKILDSEN,T000314
"TORRES, ESTEBAN",TORRES,ESTEBAN,ESTEBAN TORRES,98 99 100 101 102 103 104 105,H,CA,M,D,H,1930,"TORRES, ESTABAN EDWARD",ESTABAN TORRES,T000316
"TORRES, NORMA",TORRES,NORMA,NORMA TORRES,114,H,CA,F,D,H,1965,"TORRES, NORMA J.",NORMA TORRES,T000474
